date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2021-06-14, 13:11:40	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:11:42	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:11:44	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:11:46	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:11:48	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:11:50	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:11:52	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:11:54	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:11:56	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:11:58	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:00	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:02	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:04	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:06	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:08	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:10	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:12	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:14	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:16	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:18	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:20	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:22	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:24	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:26	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:28	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:30	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:32	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:34	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:36	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:38	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:40	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:42	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:44	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:46	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:48	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:50	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:52	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:54	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:56	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:12:58	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:00	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:02	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:04	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:06	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:08	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:10	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:12	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:14	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:16	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:18	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:20	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:22	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:24	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:26	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:13:28	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:30	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:32	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:34	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:36	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:38	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:40	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:42	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:44	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:46	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:48	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:50	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:52	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:54	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:56	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:13:58	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:00	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:02	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:04	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:06	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:08	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:10	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:12	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:14	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:16	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:18	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:20	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:22	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:24	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:26	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:28	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:30	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:32	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:34	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:36	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:38	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:40	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:42	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:44	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:46	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:48	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:50	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:52	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:54	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:56	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:14:58	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:00	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:02	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:04	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:06	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:08	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:10	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:12	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:14	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:16	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:18	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:20	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:22	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:24	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:26	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:28	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:30	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:32	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:34	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:36	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:38	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:40	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:42	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:44	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:46	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:48	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:50	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:52	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:54	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:56	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:15:58	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:00	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:02	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:04	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:06	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:08	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:10	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:12	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:14	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:16	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:18	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:20	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:22	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:24	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:26	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:28	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:30	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:32	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:34	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:36	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:38	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:40	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:42	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:44	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:46	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:48	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:50	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:52	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:54	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:56	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:16:58	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:17:00	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:17:02	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:17:04	0 Hz	0 W	4,5E0 mbar	4,1E0 mbar
2021-06-14, 13:17:06	0 Hz	0 W	6,2E0 mbar	5,5E0 mbar
2021-06-14, 13:17:08	0 Hz	0 W	9,2E0 mbar	8,1E0 mbar
2021-06-14, 13:17:10	0 Hz	0 W	1,4E1 mbar	1,4E1 mbar
2021-06-14, 13:17:12	0 Hz	0 W	2,6E1 mbar	1,9E1 mbar
2021-06-14, 13:17:14	0 Hz	0 W	3,8E1 mbar	3,1E1 mbar
2021-06-14, 13:17:16	0 Hz	0 W	5,6E1 mbar	3,7E1 mbar
2021-06-14, 13:17:18	0 Hz	0 W	6,7E1 mbar	4,5E1 mbar
2021-06-14, 13:17:20	0 Hz	0 W	9,4E1 mbar	5,3E1 mbar
2021-06-14, 13:17:22	0 Hz	0 W	1,3E2 mbar	6,1E1 mbar
2021-06-14, 13:17:24	0 Hz	0 W	1,9E2 mbar	6,9E1 mbar
2021-06-14, 13:17:26	0 Hz	0 W	3,6E2 mbar	8,9E1 mbar
2021-06-14, 13:17:28	0 Hz	0 W	1E3 mbar	1,4E2 mbar
2021-06-14, 13:17:30	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-06-14, 13:17:32	0 Hz	0 W	1E3 mbar	3,2E2 mbar
2021-06-14, 13:17:34	0 Hz	0 W	1E3 mbar	3,8E2 mbar
2021-06-14, 13:17:36	0 Hz	0 W	1E3 mbar	3,7E2 mbar
2021-06-14, 13:17:38	0 Hz	0 W	1E3 mbar	3,6E2 mbar
2021-06-14, 13:17:40	0 Hz	0 W	1E3 mbar	3,5E2 mbar
2021-06-14, 13:17:42	0 Hz	0 W	1E3 mbar	3,3E2 mbar
2021-06-14, 13:17:44	0 Hz	0 W	1E3 mbar	3,3E2 mbar
2021-06-14, 13:17:46	0 Hz	0 W	1E3 mbar	3,2E2 mbar
2021-06-14, 13:17:48	0 Hz	0 W	1E3 mbar	3,2E2 mbar
2021-06-14, 13:17:50	0 Hz	0 W	1E3 mbar	3E2 mbar
2021-06-14, 13:17:52	0 Hz	0 W	1E3 mbar	3E2 mbar
2021-06-14, 13:17:54	0 Hz	0 W	1E3 mbar	3E2 mbar
2021-06-14, 13:17:56	0 Hz	0 W	1E3 mbar	3E2 mbar
2021-06-14, 13:17:58	0 Hz	0 W	1E3 mbar	3E2 mbar
2021-06-14, 13:18:00	0 Hz	0 W	1E3 mbar	3E2 mbar
2021-06-14, 13:18:02	0 Hz	0 W	1E3 mbar	3E2 mbar
2021-06-14, 13:18:04	0 Hz	0 W	1E3 mbar	2,9E2 mbar
2021-06-14, 13:18:06	0 Hz	0 W	1E3 mbar	2,9E2 mbar
2021-06-14, 13:18:08	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:10	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:12	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:14	0 Hz	0 W	1E3 mbar	2,9E2 mbar
2021-06-14, 13:18:16	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:18	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:20	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:22	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:24	0 Hz	0 W	1E3 mbar	2,7E2 mbar
2021-06-14, 13:18:26	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:28	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:30	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:32	0 Hz	0 W	1E3 mbar	2,7E2 mbar
2021-06-14, 13:18:34	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:36	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:38	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:40	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:42	0 Hz	0 W	1E3 mbar	2,7E2 mbar
2021-06-14, 13:18:44	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:46	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:48	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:50	0 Hz	0 W	1E3 mbar	2,7E2 mbar
2021-06-14, 13:18:52	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:54	0 Hz	0 W	1E3 mbar	2,7E2 mbar
2021-06-14, 13:18:56	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:18:58	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:00	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:02	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:04	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:06	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:08	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:10	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:12	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:14	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:16	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:18	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:20	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:22	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:24	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:26	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:28	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:30	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:32	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:34	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:36	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:38	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:40	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:42	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:44	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:46	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:48	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:50	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:52	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:54	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:56	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:19:58	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:00	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:02	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:04	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:06	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:08	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:10	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:12	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:14	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:16	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:18	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:20	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:22	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:24	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:26	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:28	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:30	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:32	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:34	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:36	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:38	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:40	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:42	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:44	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:46	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:48	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:50	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:52	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:54	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:56	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:20:58	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:00	0 Hz	0 W	1E3 mbar	2,9E2 mbar
2021-06-14, 13:21:02	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:04	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:06	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:08	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:10	0 Hz	0 W	1E3 mbar	2,9E2 mbar
2021-06-14, 13:21:12	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:14	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:16	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:18	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:20	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:22	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:24	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:26	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:28	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:30	0 Hz	0 W	1E3 mbar	2,9E2 mbar
2021-06-14, 13:21:32	0 Hz	0 W	1E3 mbar	2,9E2 mbar
2021-06-14, 13:21:34	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:36	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:38	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:40	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:42	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:44	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:46	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:48	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:50	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:52	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:54	0 Hz	0 W	1E3 mbar	2,7E2 mbar
2021-06-14, 13:21:56	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:21:58	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:00	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:02	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:04	0 Hz	0 W	1E3 mbar	2,9E2 mbar
2021-06-14, 13:22:06	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:08	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:10	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:12	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:14	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:16	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:18	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:20	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-06-14, 13:22:22	0 Hz	0 W	1E3 mbar	2,8E2 mbar
