date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
2021-06-14, 13:50:04	--- no data ---	--- no data ---	1E3	1E3
2021-06-14, 13:50:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2021-06-14, 13:50:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2021-06-14, 13:50:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2021-06-14, 13:50:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2021-06-14, 13:50:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2021-06-14, 13:50:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2021-06-14, 13:50:18	0 Hz	0 W	1E3 mbar	5,8E2 mbar
2021-06-14, 13:50:20	0 Hz	0 W	1E3 mbar	4E2 mbar
2021-06-14, 13:50:22	0 Hz	0 W	1E3 mbar	3,4E2 mbar
2021-06-14, 13:50:24	0 Hz	0 W	1E3 mbar	2,6E2 mbar
2021-06-14, 13:50:26	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-06-14, 13:50:28	0 Hz	0 W	1E3 mbar	1,7E2 mbar
2021-06-14, 13:50:30	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2021-06-14, 13:50:32	0 Hz	0 W	3E2 mbar	1,1E2 mbar
2021-06-14, 13:50:34	0 Hz	0 W	1,9E2 mbar	9,2E1 mbar
2021-06-14, 13:50:36	0 Hz	0 W	1,5E2 mbar	7,2E1 mbar
2021-06-14, 13:50:38	0 Hz	0 W	1E2 mbar	6,5E1 mbar
2021-06-14, 13:50:40	0 Hz	0 W	9,1E1 mbar	5,7E1 mbar
2021-06-14, 13:50:42	0 Hz	0 W	7,2E1 mbar	4,8E1 mbar
2021-06-14, 13:50:44	0 Hz	0 W	6,1E1 mbar	4,1E1 mbar
2021-06-14, 13:50:46	0 Hz	0 W	5,1E1 mbar	3,7E1 mbar
2021-06-14, 13:50:48	0 Hz	0 W	4E1 mbar	3,4E1 mbar
2021-06-14, 13:50:50	0 Hz	0 W	3,6E1 mbar	3,1E1 mbar
2021-06-14, 13:50:52	0 Hz	0 W	3,3E1 mbar	2,7E1 mbar
2021-06-14, 13:50:54	0 Hz	0 W	2,9E1 mbar	2,2E1 mbar
2021-06-14, 13:50:56	0 Hz	0 W	2,6E1 mbar	1,9E1 mbar
2021-06-14, 13:50:58	0 Hz	0 W	2,2E1 mbar	1,8E1 mbar
2021-06-14, 13:51:00	0 Hz	0 W	1,9E1 mbar	1,6E1 mbar
2021-06-14, 13:51:02	0 Hz	0 W	1,7E1 mbar	1,5E1 mbar
2021-06-14, 13:51:04	0 Hz	0 W	1,6E1 mbar	1,3E1 mbar
2021-06-14, 13:51:06	0 Hz	0 W	1,4E1 mbar	1,2E1 mbar
2021-06-14, 13:51:08	0 Hz	0 W	1,2E1 mbar	1E1 mbar
2021-06-14, 13:51:10	0 Hz	0 W	1,1E1 mbar	9,6E0 mbar
2021-06-14, 13:51:12	0 Hz	0 W	1E1 mbar	9E0 mbar
2021-06-14, 13:51:14	0 Hz	0 W	9,4E0 mbar	8,5E0 mbar
2021-06-14, 13:51:16	0 Hz	0 W	8,7E0 mbar	7,9E0 mbar
2021-06-14, 13:51:18	0 Hz	0 W	8,2E0 mbar	7,2E0 mbar
2021-06-14, 13:51:20	0 Hz	0 W	7,6E0 mbar	6,8E0 mbar
2021-06-14, 13:51:22	0 Hz	0 W	7E0 mbar	6,6E0 mbar
2021-06-14, 13:51:24	0 Hz	0 W	6,7E0 mbar	6,4E0 mbar
2021-06-14, 13:51:26	0 Hz	0 W	6,6E0 mbar	6,1E0 mbar
2021-06-14, 13:51:28	0 Hz	0 W	6,3E0 mbar	5,9E0 mbar
2021-06-14, 13:51:30	0 Hz	0 W	6,1E0 mbar	5,7E0 mbar
2021-06-14, 13:51:32	0 Hz	0 W	5,9E0 mbar	5,5E0 mbar
2021-06-14, 13:51:34	0 Hz	0 W	5,7E0 mbar	5,3E0 mbar
2021-06-14, 13:51:36	0 Hz	0 W	5,5E0 mbar	5,1E0 mbar
2021-06-14, 13:51:38	0 Hz	0 W	5,4E0 mbar	4,9E0 mbar
2021-06-14, 13:51:40	0 Hz	0 W	5,2E0 mbar	4,8E0 mbar
2021-06-14, 13:51:42	0 Hz	0 W	5E0 mbar	4,6E0 mbar
2021-06-14, 13:51:44	0 Hz	0 W	4,8E0 mbar	4,4E0 mbar
2021-06-14, 13:51:46	0 Hz	0 W	4,7E0 mbar	4,3E0 mbar
2021-06-14, 13:51:48	0 Hz	0 W	4,6E0 mbar	4,1E0 mbar
2021-06-14, 13:51:50	0 Hz	0 W	4,5E0 mbar	4E0 mbar
2021-06-14, 13:51:52	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2021-06-14, 13:51:54	0 Hz	0 W	4,2E0 mbar	3,9E0 mbar
2021-06-14, 13:51:56	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2021-06-14, 13:51:58	0 Hz	0 W	3,9E0 mbar	3,8E0 mbar
2021-06-14, 13:52:00	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2021-06-14, 13:52:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2021-06-14, 13:52:04	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:52:06	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:52:08	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-06-14, 13:52:10	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:52:12	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:52:14	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-06-14, 13:52:16	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-06-14, 13:52:18	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-06-14, 13:52:20	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-06-14, 13:52:22	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-06-14, 13:52:24	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-06-14, 13:52:26	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-06-14, 13:52:28	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-06-14, 13:52:30	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-06-14, 13:52:32	0 Hz	0 W	3,5E0 mbar	3,2E0 mbar
2021-06-14, 13:52:34	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-06-14, 13:52:36	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-06-14, 13:52:38	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-06-14, 13:52:40	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-06-14, 13:52:42	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-06-14, 13:52:44	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:52:46	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:52:48	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:52:50	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:52:52	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:52:54	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:52:56	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:52:58	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:00	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:02	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:04	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:06	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:08	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:10	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:12	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:14	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:16	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:18	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:20	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:22	0 Hz	0 W	3,3E0 mbar	3,1E0 mbar
2021-06-14, 13:53:24	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:26	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:28	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:30	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:32	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:34	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:36	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:38	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:40	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:42	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:44	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:46	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:48	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:50	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:52	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:54	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:56	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:53:58	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:00	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:02	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:04	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:06	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:08	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:10	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:12	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:14	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:16	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:18	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:20	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:22	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:24	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:26	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:28	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:30	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:32	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:34	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:36	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:38	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:40	--- no data ---	--- no data ---	--- no data ---	--- no data ---
2021-06-14, 13:54:42	--- no data ---	--- no data ---	--- no data ---	--- no data ---
2021-06-14, 13:54:44	--- no data ---	--- no data ---	--- no data ---	--- no data ---
2021-06-14, 13:54:46	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:48	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:50	0 Hz	0 W	3,2E0 mbar	3E0 mbar
2021-06-14, 13:54:52	18 Hz	28 W	3,2E0 mbar	2,9E0 mbar
2021-06-14, 13:54:54	48 Hz	30 W	3,1E0 mbar	2,8E0 mbar
2021-06-14, 13:54:56	79 Hz	32 W	2,9E0 mbar	2,7E0 mbar
2021-06-14, 13:54:58	106 Hz	35 W	2,8E0 mbar	2,5E0 mbar
2021-06-14, 13:55:00	127 Hz	37 W	2,5E0 mbar	2,3E0 mbar
2021-06-14, 13:55:02	158 Hz	40 W	2,3E0 mbar	1,9E0 mbar
2021-06-14, 13:55:04	191 Hz	42 W	1,9E0 mbar	1,8E0 mbar
2021-06-14, 13:55:06	219 Hz	45 W	1,7E0 mbar	1,6E0 mbar
2021-06-14, 13:55:08	251 Hz	48 W	1,4E0 mbar	1,3E0 mbar
2021-06-14, 13:55:10	275 Hz	49 W	1E0 mbar	1E0 mbar
2021-06-14, 13:55:12	309 Hz	52 W	8,5E-1 mbar	6,9E-1 mbar
2021-06-14, 13:55:14	344 Hz	54 W	5E-1 mbar	4,3E-1 mbar
2021-06-14, 13:55:16	370 Hz	57 W	1,8E-1 mbar	1,5E-1 mbar
2021-06-14, 13:55:18	394 Hz	59 W	3,1E-2 mbar	3E-2 mbar
2021-06-14, 13:55:20	430 Hz	62 W	1,3E-2 mbar	1E-2 mbar
2021-06-14, 13:55:22	464 Hz	65 W	4,6E-3 mbar	3,6E-3 mbar
2021-06-14, 13:55:24	489 Hz	68 W	2,6E-3 mbar	2,1E-3 mbar
2021-06-14, 13:55:26	528 Hz	71 W	2E-3 mbar	1,5E-3 mbar
2021-06-14, 13:55:28	557 Hz	73 W	1,3E-3 mbar	1,1E-3 mbar
2021-06-14, 13:55:30	587 Hz	76 W	1,2E-3 mbar	9,5E-4 mbar
2021-06-14, 13:55:32	625 Hz	79 W	1E-3 mbar	8,5E-4 mbar
2021-06-14, 13:55:34	659 Hz	81 W	1E-3 mbar	7E-4 mbar
2021-06-14, 13:55:36	692 Hz	84 W	1E-3 mbar	6,5E-4 mbar
2021-06-14, 13:55:38	721 Hz	86 W	1E-3 mbar	6E-4 mbar
2021-06-14, 13:55:40	750 Hz	88 W	8,2E-4 mbar	5E-4 mbar
2021-06-14, 13:55:42	779 Hz	88 W	6,3E-4 mbar	5E-4 mbar
2021-06-14, 13:55:44	814 Hz	88 W	6E-4 mbar	5E-4 mbar
2021-06-14, 13:55:46	841 Hz	88 W	4,8E-4 mbar	5E-4 mbar
2021-06-14, 13:55:48	875 Hz	88 W	3,9E-4 mbar	4,5E-4 mbar
2021-06-14, 13:55:50	901 Hz	88 W	3,6E-4 mbar	4E-4 mbar
2021-06-14, 13:55:52	930 Hz	88 W	3,2E-4 mbar	4E-4 mbar
2021-06-14, 13:55:54	958 Hz	87 W	2,8E-4 mbar	3E-4 mbar
2021-06-14, 13:55:56	979 Hz	87 W	2,6E-4 mbar	3E-4 mbar
2021-06-14, 13:55:58	1013 Hz	87 W	2,2E-4 mbar	3E-4 mbar
2021-06-14, 13:56:00	1037 Hz	88 W	1,9E-4 mbar	3E-4 mbar
2021-06-14, 13:56:02	1056 Hz	88 W	1,8E-4 mbar	3E-4 mbar
2021-06-14, 13:56:04	1085 Hz	88 W	1,7E-4 mbar	3E-4 mbar
2021-06-14, 13:56:06	1111 Hz	87 W	1,5E-4 mbar	3E-4 mbar
2021-06-14, 13:56:08	1129 Hz	88 W	1,4E-4 mbar	3E-4 mbar
2021-06-14, 13:56:10	1157 Hz	88 W	1,3E-4 mbar	2,5E-4 mbar
2021-06-14, 13:56:12	1181 Hz	88 W	1,2E-4 mbar	2,5E-4 mbar
2021-06-14, 13:56:14	1201 Hz	87 W	1,1E-4 mbar	2,5E-4 mbar
2021-06-14, 13:56:16	1225 Hz	88 W	1E-4 mbar	2,5E-4 mbar
2021-06-14, 13:56:18	1247 Hz	88 W	9,8E-5 mbar	2,5E-4 mbar
2021-06-14, 13:56:20	1270 Hz	88 W	9,4E-5 mbar	2,5E-4 mbar
2021-06-14, 13:56:22	1292 Hz	88 W	9E-5 mbar	2E-4 mbar
2021-06-14, 13:56:24	1308 Hz	87 W	8,7E-5 mbar	2E-4 mbar
2021-06-14, 13:56:26	1330 Hz	88 W	8,4E-5 mbar	2E-4 mbar
2021-06-14, 13:56:28	1351 Hz	87 W	8,1E-5 mbar	2E-4 mbar
2021-06-14, 13:56:30	1372 Hz	88 W	7,7E-5 mbar	2E-4 mbar
2021-06-14, 13:56:32	1390 Hz	88 W	7,4E-5 mbar	2E-4 mbar
2021-06-14, 13:56:34	1410 Hz	88 W	7,1E-5 mbar	2E-4 mbar
2021-06-14, 13:56:36	1430 Hz	87 W	6,9E-5 mbar	2E-4 mbar
2021-06-14, 13:56:38	1445 Hz	88 W	6,7E-5 mbar	2E-4 mbar
2021-06-14, 13:56:40	1467 Hz	87 W	6,6E-5 mbar	2E-4 mbar
2021-06-14, 13:56:42	1482 Hz	57 W	6,4E-5 mbar	2E-4 mbar
2021-06-14, 13:56:44	1493 Hz	56 W	6,3E-5 mbar	2E-4 mbar
2021-06-14, 13:56:46	1503 Hz	25 W	6,1E-5 mbar	2E-4 mbar
2021-06-14, 13:56:48	1502 Hz	1 W	6E-5 mbar	1,5E-4 mbar
2021-06-14, 13:56:50	1500 Hz	4 W	5,9E-5 mbar	1,5E-4 mbar
2021-06-14, 13:56:52	1499 Hz	16 W	5,8E-5 mbar	2E-4 mbar
2021-06-14, 13:56:54	1500 Hz	16 W	5,7E-5 mbar	2E-4 mbar
2021-06-14, 13:56:56	1500 Hz	12 W	5,6E-5 mbar	2E-4 mbar
2021-06-14, 13:56:58	1500 Hz	12 W	5,5E-5 mbar	2E-4 mbar
2021-06-14, 13:57:00	1500 Hz	13 W	5,4E-5 mbar	2E-4 mbar
2021-06-14, 13:57:02	1500 Hz	13 W	5,3E-5 mbar	2E-4 mbar
2021-06-14, 13:57:04	1500 Hz	13 W	5,1E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:06	1500 Hz	12 W	5,1E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:08	1500 Hz	13 W	5E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:10	1500 Hz	13 W	4,9E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:12	1500 Hz	13 W	4,8E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:14	1500 Hz	13 W	4,7E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:16	1500 Hz	13 W	4,6E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:18	1500 Hz	13 W	4,5E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:20	1500 Hz	12 W	4,5E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:22	1500 Hz	12 W	4,4E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:24	1500 Hz	13 W	4,3E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:26	1500 Hz	13 W	4,2E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:28	1500 Hz	13 W	4,1E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:30	1500 Hz	13 W	4,1E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:32	1500 Hz	12 W	4E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:34	1500 Hz	12 W	3,9E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:36	1500 Hz	12 W	3,9E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:38	1500 Hz	13 W	3,9E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:40	1500 Hz	13 W	3,8E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:42	1500 Hz	13 W	3,8E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:44	1500 Hz	12 W	3,8E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:46	1500 Hz	12 W	3,8E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:48	1500 Hz	12 W	3,7E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:50	1500 Hz	13 W	3,7E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:52	1500 Hz	13 W	3,7E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:54	1500 Hz	13 W	3,7E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:56	1500 Hz	12 W	3,6E-5 mbar	1,5E-4 mbar
2021-06-14, 13:57:58	1500 Hz	13 W	3,6E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:00	1500 Hz	12 W	3,6E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:02	1500 Hz	13 W	3,6E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:04	1500 Hz	13 W	3,5E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:06	1500 Hz	13 W	3,5E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:08	1500 Hz	13 W	3,5E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:10	1500 Hz	13 W	3,5E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:12	1500 Hz	13 W	3,4E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:14	1500 Hz	13 W	3,4E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:16	1500 Hz	13 W	3,4E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:18	1500 Hz	13 W	3,4E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:20	1500 Hz	13 W	3,3E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:22	1500 Hz	12 W	3,3E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:24	1500 Hz	12 W	3,3E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:26	1500 Hz	13 W	3,3E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:28	1500 Hz	13 W	3,3E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:30	1500 Hz	13 W	3,2E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:32	1500 Hz	13 W	3,2E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:34	1500 Hz	12 W	3,2E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:36	1500 Hz	13 W	3,2E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:38	1500 Hz	12 W	3,2E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:40	1500 Hz	13 W	3,1E-5 mbar	1,5E-4 mbar
2021-06-14, 13:58:42	1500 Hz	13 W	3,1E-5 mbar	1,5E-4 mbar
